,Temp,Cp-1,Cp-2,Cp-3,Cp-4,Cp-5,Cp-6,Cp-7,Cp-8,r,s,z0l,zl,z0,zu,z0u,z0_gd
127,48,1.358073,1.362052,1.362403,1.362144,1.366718,1.37143,1.371426,1.371202,0.6,1.0,1.36056366523791,1.36430279110321,1.36578840039859,1.36738195612323,1.37117921505529,1.38533508101327
128,49,1.359726,1.363802,1.363283,1.364009,1.367991,1.37317,1.372637,1.372738,0.6,1.0,1.36222344940003,1.36547775137684,1.36696009946826,1.36868417437738,1.37224634674348,1.38722833653655
129,50,1.36146,1.365237,1.365149,1.365225,1.369803,1.374421,1.373873,1.374321,0.6,1.0,1.36363005627114,1.3672325954581,1.3687773125587,1.37045948194443,1.3739163661254,1.38876236687687
130,51,1.363222,1.366329,1.366479,1.366686,1.37153,1.375833,1.375741,1.375394,0.6,1.0,1.36369484027168,1.36860576805838,1.37062698740347,1.37263749192279,1.37559237617465,1.39029913679691
131,52,1.364115,1.368016,1.36783,1.367959,1.37288,1.377261,1.376713,1.376701,0.6,1.0,1.36523823426969,1.36969245142724,1.37143638176519,1.37336213329351,1.3764662352782,1.39198074101623
132,53,1.366269,1.369032,1.369023,1.36955,1.374477,1.378318,1.378054,1.378108,0.6,1.0,1.36771904882044,1.37130207672229,1.37318584044781,1.37520914867566,1.37785996886395,1.39341309489358
133,54,1.367593,1.370438,1.370797,1.371467,1.375742,1.379293,1.379589,1.380019,0.6,1.0,1.36849758377398,1.37271280975763,1.37440802705818,1.37623292608781,1.37935321196642,1.39486724702421
134,55,1.368774,1.373148,1.371961,1.372185,1.376848,1.382006,1.380991,1.380985,0.6,1.0,1.36993515277791,1.37424989879269,1.37579730257542,1.37745676842956,1.38102455397472,1.39596413660693
135,56,1.369728,1.373649,1.373539,1.373916,1.378223,1.382556,1.382342,1.382822,0.6,1.0,1.37211000592646,1.37569096147942,1.37721544136936,1.37887928954311,1.38224058006448,1.39716194288346
136,57,1.371183,1.374134,1.375083,1.375946,1.380241,1.383438,1.383848,1.384791,0.6,1.0,1.37270872669716,1.3769712954524,1.3786176820975,1.38037170902686,1.38364113115452,1.39896037246649
137,58,1.372638,1.37551,1.375711,1.376557,1.381306,1.384683,1.38475,1.385201,0.6,1.0,1.3734670709687,1.3780975673992,1.37992898976791,1.38177366542436,1.38474624559227,1.40010287619252
138,59,1.37407,1.377125,1.376964,1.377681,1.383123,1.3868,1.386057,1.387142,0.6,1.0,1.37490082390291,1.37939833191924,1.38123673300755,1.38315523510785,1.3865424498821,1.40192937952359
139,60,1.375735,1.378143,1.378666,1.379001,1.384634,1.387317,1.387911,1.388009,0.6,1.0,1.37623614642032,1.38077903608664,1.38275860774306,1.38474952689174,1.38771842810022,1.40365107147913
140,61,1.376416,1.379696,1.37959,1.38023,1.385459,1.38901,1.388779,1.389398,0.6,1.0,1.37730404823315,1.38202728759987,1.38391458032841,1.38584077921986,1.38889504136299,1.40508033422809
141,62,1.37795,1.380427,1.381057,1.382405,1.386925,1.389518,1.39036,1.390794,0.6,1.0,1.37891374845041,1.38346629205218,1.38519196032879,1.38692576302725,1.39018742825214,1.40651937613702
142,63,1.379462,1.382414,1.382369,1.383331,1.388764,1.391554,1.391231,1.392713,0.6,1.0,1.38051373388217,1.38510935859224,1.38672547209916,1.38832515569027,1.39197804665725,1.40897065500647
143,64,1.380333,1.383139,1.383682,1.384665,1.389753,1.39225,1.392504,1.393274,0.6,1.0,1.3815254545805,1.38619826501966,1.38791281145696,1.38957835313103,1.39265050716211,1.40959840977586
144,65,1.382089,1.384257,1.38457,1.385687,1.391322,1.393623,1.393978,1.394738,0.6,1.0,1.38284843131239,1.38734077431716,1.38912824168211,1.39087081924243,1.39424882686107,1.41094774876829
145,66,1.382968,1.385264,1.385994,1.386727,1.392357,1.395561,1.395156,1.396117,0.6,1.0,1.38389774776245,1.38826973209647,1.39022717944017,1.39224032794691,1.39547467138237,1.4155689936854
146,67,1.384076,1.385915,1.386947,1.387971,1.394083,1.396164,1.395811,1.39699,0.6,1.0,1.38512435671512,1.38952818598199,1.3915016083415,1.39336447022735,1.39640804991626,1.41723751624845
147,68,1.385907,1.387341,1.387683,1.389045,1.395009,1.397159,1.39745,1.398412,0.6,1.0,1.38639790436442,1.39050250861979,1.39234342992026,1.39418075222952,1.39797366476226,1.41679843694071
148,69,1.386888,1.387962,1.389147,1.389897,1.396163,1.398205,1.3984,1.398971,0.6,1.0,1.3876024221431,1.39122046751922,1.39348536224259,1.39572776812124,1.39846907416759,1.41764126283193
149,70,1.387919,1.389472,1.38993,1.391338,1.397731,1.399471,1.399645,1.400806,0.6,1.0,1.38852847801032,1.39290301460003,1.3947743197082,1.39659368829034,1.40033545961444,1.41861333116609
150,21,1.34118,1.339896,1.339641,1.338819,1.349299,1.34883,1.348414,1.34735,1.0,1.0,1.33910159761321,1.3425236046037,1.34441974945604,1.3462424921189,1.34908681293483,1.34367635450653
151,22,1.342712,1.341834,1.341482,1.340813,1.350703,1.350444,1.350038,1.349114,1.0,1.0,1.34103693855448,1.34420616433733,1.34620745768426,1.3481111157728,1.35054961787459,1.34532992528315
152,23,1.343999,1.343336,1.342794,1.341858,1.352029,1.35175,1.351504,1.35057,1.0,1.0,1.34220092111116,1.34582835416224,1.34787321433977,1.34970026238698,1.3518697973654,1.34664948912095
153,24,1.345842,1.344615,1.344594,1.343914,1.353872,1.35324,1.353009,1.352407,1.0,1.0,1.34412153410979,1.34717271535649,1.34904433210786,1.35086422574488,1.35368991037289,1.34816871657283
154,25,1.347423,1.345531,1.345946,1.345158,1.355468,1.354725,1.354396,1.353691,1.0,1.0,1.34537967466636,1.34834006472865,1.3502856530181,1.35219152657949,1.35524346205845,1.34959508408573
155,26,1.348658,1.347159,1.347044,1.346707,1.356629,1.356236,1.35584,1.355159,1.0,1.0,1.34685790833006,1.34954090039524,1.35170324214977,1.3538148806658,1.35648328649344,1.35132945166778
156,27,1.349968,1.348175,1.348753,1.348216,1.358372,1.358058,1.357114,1.356606,1.0,1.0,1.34840272808878,1.35070801425267,1.35348595921305,1.35587683658746,1.358187820258,1.35232672110961
157,28,1.351451,1.350103,1.350516,1.350156,1.359638,1.359843,1.359347,1.358245,1.0,1.0,1.35018819906485,1.35221610562808,1.35484742673306,1.35744584519926,1.35974866629779,1.35416475564271
158,29,1.35327,1.351425,1.351728,1.351595,1.36133,1.360944,1.360527,1.359869,1.0,1.0,1.35153078401599,1.35388154367151,1.35617648694299,1.3584715582974,1.36120527235591,1.35577572956484
159,30,1.354433,1.353508,1.353402,1.353218,1.362466,1.362664,1.362168,1.361519,1.0,1.0,1.35327860225346,1.35548959802794,1.35779393995667,1.36015345967162,1.36259479650264,1.35726802414498
160,31,1.35592,1.354666,1.354595,1.354491,1.364158,1.363681,1.363481,1.362598,1.0,1.0,1.35452954205943,1.35647625704689,1.35854754569082,1.36087552462003,1.36408105670149,1.35871730618134
161,32,1.356786,1.356454,1.356596,1.356361,1.365573,1.365671,1.36522,1.364401,1.0,1.0,1.35092768930424,1.36018464744695,1.36173770716072,1.36320595556237,1.36533531898876,1.36056918067536
162,33,1.358534,1.358105,1.358005,1.358193,1.367076,1.367327,1.366855,1.366257,1.0,1.0,1.35303604481809,1.36230218344161,1.36377292346494,1.3650665876873,1.36705164561365,1.36225335786375
163,34,1.359556,1.359444,1.359485,1.359458,1.368744,1.36875,1.368518,1.367707,1.0,1.0,1.35944615950032,1.35975264347959,1.36120969160699,1.36565581741452,1.36870112346495,1.36390497291197
164,35,1.361241,1.361243,1.361207,1.360966,1.370214,1.370389,1.370131,1.369167,1.0,1.0,1.35529339576875,1.36529612573786,1.36685224206805,1.36822864877736,1.37015459569508,1.3653599060913
165,36,1.363239,1.362623,1.362795,1.362509,1.371733,1.371611,1.371667,1.370959,1.0,1.0,1.35628394895199,1.36714579310492,1.36879477093967,1.37016560547049,1.37160463064309,1.36687931116836
166,37,1.364153,1.364632,1.36414,1.363784,1.373089,1.37399,1.373387,1.372478,1.0,1.0,1.36386016372783,1.36601959411842,1.36803160228361,1.37033690425353,1.37383331340709,1.36844643785384
167,38,1.365906,1.365869,1.366099,1.36608,1.374775,1.375225,1.374506,1.37431,1.0,1.0,1.36214617646372,1.36964979818727,1.37126000121152,1.37278561348686,1.37474507499184,1.37009651473112
168,39,1.367141,1.367407,1.367556,1.367143,1.376499,1.376691,1.376175,1.37569,1.0,1.0,1.36247297789002,1.37116844456595,1.37282803174576,1.37438243962046,1.37632628279222,1.37179159348604
169,40,1.368863,1.368782,1.368849,1.369047,1.377971,1.378009,1.377739,1.377485,1.0,1.0,1.36269790440496,1.3731320039993,1.37488056167297,1.37637635349541,1.37785215421797,1.37293998180046
170,41,1.370302,1.370325,1.370503,1.370643,1.379103,1.379617,1.379358,1.378886,1.0,1.0,1.36616382573784,1.37430645832453,1.37599986338481,1.37755607629582,1.37927112853424,1.37442406552025
171,42,1.371755,1.371831,1.37242,1.372005,1.380606,1.381356,1.381167,1.380513,1.0,1.0,1.37182482411108,1.37317795051529,1.37590068966049,1.37902783103405,1.38123094852541,1.37613975743376
172,43,1.373442,1.37319,1.373534,1.373249,1.382012,1.382873,1.382857,1.382182,1.0,1.0,1.37320493523693,1.37434412630633,1.37668574339535,1.38014176228016,1.38282166395757,1.37765552864213
173,44,1.374953,1.374866,1.375058,1.375124,1.38371,1.384403,1.384348,1.383479,1.0,1.0,1.37489741355547,1.37562312685484,1.37781441721573,1.38191618523003,1.38422645304336,1.37916616104715
174,45,1.376797,1.376198,1.376921,1.376654,1.385325,1.385368,1.386012,1.38565,1.0,1.0,1.37632677510886,1.37873386897707,1.38115980148322,1.38356735490866,1.38588912470027,1.38061933253811
175,46,1.377768,1.377308,1.377812,1.377649,1.386371,1.387229,1.387309,1.386647,1.0,1.0,1.37740704510947,1.37879652881535,1.38141683416277,1.38505767219503,1.38709166417885,1.38229212890116
176,47,1.379501,1.378806,1.37907,1.379426,1.38828,1.388469,1.388365,1.388301,1.0,1.0,1.37932261287501,1.38094301904051,1.38297195471467,1.38489194905623,1.39242180772493,1.38359238021339
177,48,1.380979,1.380495,1.380568,1.38045,1.389769,1.39,1.389711,1.38963,1.0,1.0,1.38046326444133,1.38206974182075,1.38473423969716,1.38767574830948,1.38997932675817,1.38533508101327
178,49,1.382816,1.382342,1.381914,1.382295,1.39122,1.391837,1.391396,1.391141,1.0,1.0,1.38201211104698,1.38447076080703,1.38683707203187,1.38920762610238,1.3917357016169,1.38722833653655
179,50,1.384546,1.383861,1.383888,1.383765,1.393037,1.39317,1.392732,1.392985,1.0,1.0,1.383861749045,1.38532246403801,1.38656092142314,1.38813305904353,1.40006516436776,1.38876236687687
180,51,1.386171,1.385749,1.385248,1.385712,1.394618,1.395386,1.394637,1.394543,1.0,1.0,1.38535271188091,1.38788435015307,1.39002323647206,1.39225598281447,1.39525205885171,1.39029913679691
181,52,1.387737,1.387216,1.387223,1.387047,1.396652,1.39659,1.396236,1.395911,1.0,1.0,1.38709858495167,1.38863261925978,1.39147796881372,1.39469440718804,1.39657974630303,1.39198074101623
182,53,1.389569,1.388558,1.388676,1.388526,1.397918,1.397977,1.397834,1.397202,1.0,1.0,1.38853923644472,1.39051070400754,1.39343032489527,1.39619370849671,1.39796577169989,1.39341309489358
183,54,1.390987,1.390547,1.390315,1.39037,1.399276,1.39953,1.399234,1.399039,1.0,1.0,1.39047785340203,1.39198554036177,1.39341341827721,1.39508222908329,1.40531477811578,1.39486724702421
184,55,1.392416,1.392668,1.391729,1.391703,1.400628,1.401651,1.400892,1.400629,1.0,1.0,1.3917720569768,1.39399180826216,1.39627883472905,1.39858853952438,1.40155530671615,1.39596413660693
185,56,1.393408,1.393677,1.392996,1.392946,1.402049,1.402715,1.401922,1.401975,1.0,1.0,1.39308651065816,1.39470164118987,1.39766123377916,1.40041402597253,1.40255607662235,1.39716194288346
186,57,1.394809,1.395118,1.395085,1.394846,1.404023,1.404563,1.403981,1.403815,1.0,1.0,1.39487963181974,1.3958299109537,1.39880107481699,1.40227555929143,1.40441051084015,1.39896037246649
187,58,1.396228,1.395863,1.395571,1.396051,1.405044,1.405171,1.404741,1.404817,1.0,1.0,1.39565740366,1.39800655611862,1.40088338786118,1.40346444009921,1.40511634784498,1.40010287619252
188,59,1.397997,1.397255,1.397323,1.396809,1.407206,1.407069,1.40655,1.406401,1.0,1.0,1.39700490261555,1.39915910962629,1.40218683818692,1.40522230994202,1.40703518872767,1.40192937952359
189,60,1.399216,1.398853,1.398589,1.399335,1.408268,1.408164,1.407968,1.408479,1.0,1.0,1.39869055834611,1.40123703381111,1.40410060381287,1.40663270386291,1.40841698695934,1.40365107147913
190,61,1.400597,1.400075,1.40042,1.400295,1.409799,1.409528,1.409749,1.409594,1.0,1.0,1.39469383099281,1.40446901014048,1.40662865058496,1.4085962137036,1.40961409112306,1.40508033422809
191,62,1.401872,1.401748,1.40198,1.402301,1.411,1.41098,1.411423,1.410816,1.0,1.0,1.40177355909866,1.40364212505995,1.40594850826694,1.40855065704058,1.41137783893232,1.40651937613702
192,63,1.408094,1.403677,1.403632,1.403161,1.417626,1.412952,1.412627,1.412675,1.0,1.0,1.40415444156976,1.40741735316716,1.40924582518519,1.41084105572562,1.41450753950195,1.40897065500647
193,64,1.40519,1.404742,1.404673,1.405627,1.414785,1.413994,1.413628,1.414367,1.0,1.0,1.40482615762411,1.40664586507757,1.40957668986811,1.41236234404999,1.4146142198969,1.40959840977586
194,65,1.405597,1.406449,1.405191,1.408628,1.414986,1.415965,1.414743,1.417831,1.0,1.0,1.40599816281973,1.40912752407988,1.41132291432639,1.41330313787633,1.41698072864228,1.41094774876829
195,66,1.410475,1.407686,1.412732,1.41164,1.420049,1.41815,1.422073,1.421198,1.0,1.0,1.40932091760892,1.41398987055125,1.41579828553007,1.41759913934979,1.42103251084886,1.4155689936854
196,67,1.41025,1.421428,1.411206,1.410971,1.420447,1.431936,1.420222,1.420148,1.0,1.0,1.41195725114423,1.41632394130814,1.41829536716786,1.42012743428372,1.42827699637965,1.41723751624845
197,68,1.410334,1.413945,1.411661,1.410954,1.419595,1.423945,1.4216,1.420468,1.0,1.0,1.41112004124678,1.41429168699573,1.41626917638963,1.41823020120973,1.42270127839878,1.41679843694071
198,69,1.410407,1.413049,1.412367,1.412973,1.419838,1.423469,1.421776,1.422197,1.0,1.0,1.41137003226389,1.41496423832256,1.41687559775109,1.41889494937363,1.42244354181632,1.41764126283193
199,70,1.411598,1.412804,1.413716,1.413969,1.421577,1.422972,1.423599,1.423584,1.0,1.0,1.41183591271838,1.41534240306122,1.41773599499011,1.42038827017987,1.42336796428123,1.41861333116609
200,21,1.260907,1.261387,1.260728,1.263031,1.261184,1.261106,1.261157,1.261823,1.0,0.6,1.26084878344521,1.26109930333995,1.26116145280997,1.26122856022248,1.26165027304427,1.34367635450653
201,22,1.262296,1.262081,1.262675,1.262773,1.26211,1.262254,1.262373,1.262906,1.0,0.6,1.26212021195162,1.2622973497144,1.26237949654344,1.26247264861152,1.26278986462687,1.34532992528315
202,23,1.263376,1.263289,1.264032,1.264501,1.263756,1.263351,1.263506,1.264687,1.0,0.6,1.26333014182123,1.26348176357804,1.2635882484307,1.26374473693947,1.26423434624471,1.34664948912095
203,24,1.26465,1.265171,1.265551,1.265946,1.265166,1.264988,1.265526,1.266087,1.0,0.6,1.26491844264849,1.26521624143375,1.26531503420753,1.26542528494558,1.26569814900518,1.34816871657283
204,25,1.266076,1.266833,1.26727,1.267788,1.266488,1.266537,1.266955,1.267958,1.0,0.6,1.26636327972778,1.26673480010737,1.26685666231531,1.26699639131113,1.26740992372134,1.34959508408573
205,26,1.267379,1.267692,1.268426,1.269041,1.267878,1.267619,1.267878,1.268816,1.0,0.6,1.26748651359788,1.26780060158197,1.26790685271583,1.26803678336196,1.26857074004837,1.35132945166778
206,27,1.268516,1.2688,1.269977,1.27049,1.268889,1.268474,1.269062,1.270036,1.0,0.6,1.26853430233356,1.26889934184017,1.26909566280652,1.26933066419127,1.27020134890181,1.35232672110961
207,28,1.269373,1.270316,1.270456,1.271433,1.270554,1.269796,1.270225,1.271582,1.0,0.6,1.26974714877413,1.27022690460222,1.27033472223698,1.2704458646688,1.27093525559969,1.35416475564271
208,29,1.270609,1.271248,1.272356,1.272995,1.271407,1.270437,1.271637,1.272818,1.0,0.6,1.27064367448574,1.27136025627663,1.27162965687696,1.27191337465086,1.27272136680682,1.35577572956484
209,30,1.272265,1.272883,1.273317,1.274243,1.273385,1.272392,1.27264,1.274021,1.0,0.6,1.27242100600043,1.27284257279614,1.27302945329756,1.27323458590468,1.27387401060801,1.35726802414498
210,31,1.273839,1.273682,1.274216,1.274821,1.274646,1.272986,1.272977,1.274584,1.0,0.6,1.2733790241792,1.27381789963604,1.27407349713462,1.27431240507731,1.27458119865005,1.35871730618134
211,32,1.275169,1.273656,1.275531,1.276606,1.275677,1.273913,1.275106,1.275921,1.0,0.6,1.27457039344623,1.27523441899356,1.27538558977554,1.27552002982001,1.27603329639233,1.36056918067536
212,33,1.27573,1.275541,1.276077,1.277227,1.276632,1.274886,1.275308,1.277544,1.0,0.6,1.2751627152414,1.27570719596387,1.27589641189288,1.27612039615215,1.27682224019626,1.36225335786375
213,34,1.277861,1.27683,1.278076,1.278657,1.278487,1.277797,1.278404,1.278431,1.0,0.6,1.27757969215152,1.27814208219825,1.27823764723038,1.2783199215162,1.2785578989778,1.36390497291197
214,35,1.279471,1.278506,1.27881,1.279771,1.279333,1.278655,1.279448,1.280677,1.0,0.6,1.27873396461362,1.27914041651688,1.27927939583328,1.27941689485576,1.28011561579479,1.3653599060913
215,36,1.280725,1.28006,1.281192,1.281643,1.28104,1.279705,1.28112,1.28152,1.0,0.6,1.28044323154979,1.2809357489749,1.28105962659864,1.28116821666663,1.28146358730286,1.36687931116836
216,37,1.281761,1.281738,1.281832,1.282645,1.281632,1.281378,1.281825,1.282442,1.0,0.6,1.2814960746046,1.2817342846387,1.28178123917427,1.28183255503081,1.28217426933379,1.36844643785384
217,38,1.282496,1.283085,1.282445,1.284212,1.283242,1.282345,1.283234,1.284514,1.0,0.6,1.28241631792776,1.28278935778742,1.2829779955093,1.28320181572096,1.28412146473163,1.37009651473112
218,39,1.284298,1.284424,1.28456,1.286484,1.284635,1.283946,1.284522,1.286346,1.0,0.6,1.28417263766536,1.28442068946115,1.28447183919163,1.2845138719357,1.28460698241605,1.37179159348604
219,40,1.285581,1.285621,1.285447,1.286694,1.28581,1.284734,1.285445,1.286397,1.0,0.6,1.28508141933884,1.28555004558368,1.2856280593249,1.28570997185114,1.28617349582055,1.37293998180046
220,41,1.287133,1.286973,1.287377,1.287757,1.287192,1.286608,1.287105,1.288238,1.0,0.6,1.28680699057203,1.28712788315216,1.28719027658495,1.28725679533495,1.28764965263128,1.37442406552025
221,42,1.288114,1.287955,1.288252,1.289244,1.28861,1.287873,1.288235,1.289183,1.0,0.6,1.28795045944189,1.28813220144564,1.28821127690521,1.28830939487065,1.28865594365773,1.37613975743376
222,43,1.289202,1.289469,1.289281,1.291171,1.289726,1.289322,1.289097,1.290605,1.0,0.6,1.28915058406778,1.28932419241813,1.28939219324537,1.28948174783655,1.29003309811673,1.37765552864213
223,44,1.290429,1.290488,1.290559,1.292125,1.290903,1.290233,1.290631,1.291915,1.0,0.6,1.29030814694424,1.29052771337189,1.29059077439445,1.29066653021681,1.29115379832194,1.37916616104715
224,45,1.291759,1.290989,1.291854,1.292722,1.291409,1.291779,1.292531,1.293114,1.0,0.6,1.2913005072665,1.29176618962079,1.29190185748607,1.29205863943769,1.29255942683349,1.38061933253811
225,46,1.293338,1.292741,1.292852,1.294454,1.292778,1.29319,1.292898,1.294633,1.0,0.6,1.29277093019211,1.29288425348296,1.29296111949352,1.29307964391966,1.29359826815064,1.38229212890116
226,47,1.294121,1.293488,1.294239,1.295833,1.293809,1.293944,1.293718,1.296029,1.0,0.6,1.29358744938336,1.29387724707007,1.29396136426613,1.29406064502671,1.29471535978807,1.38359238021339
227,48,1.295334,1.295124,1.295021,1.296893,1.294788,1.295009,1.294815,1.296918,1.0,0.6,1.29483409391866,1.29500768198972,1.29509586158347,1.29521429008012,1.29599088920318,1.38533508101327
228,49,1.296592,1.296182,1.296447,1.298075,1.295968,1.296054,1.29628,1.29743,1.0,0.6,1.29604401137578,1.2962505785878,1.29633610152945,1.29644316482223,1.29703854215191,1.38722833653655
229,50,1.29731,1.297351,1.297345,1.298511,1.296859,1.296968,1.297307,1.298557,1.0,0.6,1.29696965829197,1.29723091310491,1.29730851142577,1.29739727330649,1.29793727664371,1.38876236687687
230,51,1.29957,1.298922,1.299028,1.300398,1.298632,1.298142,1.299123,1.300392,1.0,0.6,1.29856097877979,1.29895008762872,1.29906344852489,1.29919116012982,1.29963559771609,1.39029913679691
231,52,1.300059,1.300059,1.300296,1.301895,1.299686,1.299922,1.300024,1.301657,1.0,0.6,1.2998038492477,1.29998416830579,1.30001945543929,1.30005381177823,1.30021258275145,1.39198074101623
232,53,1.301498,1.301839,1.30175,1.302911,1.301251,1.301402,1.302323,1.303104,1.0,0.6,1.30135159578442,1.30162200406214,1.30174759967077,1.30191105120679,1.30245209984624,1.39341309489358
233,54,1.302547,1.302176,1.3028,1.304536,1.302325,1.302424,1.302673,1.304237,1.0,0.6,1.30224911895108,1.30247812595038,1.30255272017794,1.30264365346817,1.30325805808638,1.39486724702421
234,55,1.303753,1.304115,1.304132,1.305962,1.303658,1.304091,1.304134,1.305308,1.0,0.6,1.30375438320196,1.30401859804451,1.30410255434784,1.30420106600692,1.30488779877722,1.39596413660693
235,56,1.305795,1.305561,1.305355,1.306982,1.30546,1.305313,1.305976,1.307004,1.0,0.6,1.30537347270378,1.30556626096268,1.30567817300783,1.30582489083096,1.30655216867333,1.39716194288346
236,57,1.306436,1.306143,1.306553,1.308151,1.306479,1.306392,1.306651,1.308407,1.0,0.6,1.30635910154564,1.30645240658047,1.30647882988762,1.30650663659178,1.30659855817288,1.39896037246649
237,58,1.307051,1.307382,1.307714,1.309584,1.307176,1.307388,1.308132,1.309227,1.0,0.6,1.30715153185988,1.30739206946371,1.3075105088974,1.3076735514373,1.30824859038378,1.40010287619252
238,59,1.308002,1.307904,1.30853,1.310485,1.308406,1.308607,1.308814,1.310206,1.0,0.6,1.30800381587094,1.30839034687415,1.30853824720934,1.30871509704796,1.30968728002757,1.40192937952359
239,60,1.309522,1.309177,1.309412,1.310923,1.309632,1.309452,1.31023,1.310729,1.0,0.6,1.30924994129465,1.30952701287956,1.30962643504275,1.30975448977776,1.31035865094999,1.40365107147913
240,61,1.30966,1.310717,1.311163,1.312188,1.30954,1.311184,1.311331,1.31239,1.0,0.6,1.310380920934,1.31097932271652,1.31115716882072,1.31133076401499,1.31187426672856,1.40508033422809
241,62,1.311459,1.311827,1.311659,1.31341,1.311216,1.311574,1.311551,1.313626,1.0,0.6,1.3114490554691,1.31154104797982,1.31157102864943,1.3116020565559,1.31169300185379,1.40651937613702
242,63,1.312428,1.312759,1.312571,1.314456,1.312445,1.313166,1.31271,1.31434,1.0,0.6,1.31246509230016,1.31259479938129,1.31267718030375,1.31279177147238,1.3132229077605,1.40897065500647
243,64,1.313651,1.313642,1.313962,1.315102,1.313726,1.313619,1.313995,1.314895,1.0,0.6,1.31362530979056,1.31371425230428,1.31377819642855,1.31388036472499,1.31470387193447,1.40959840977586
244,65,1.314108,1.315253,1.315092,1.316198,1.313951,1.315052,1.314886,1.316665,1.0,0.6,1.31424922637321,1.31490493586954,1.31508895636924,1.31527891654241,1.3161529815549,1.41094774876829
245,66,1.315225,1.316135,1.315542,1.317002,1.315105,1.316837,1.315868,1.316716,1.0,0.6,1.31531176086239,1.3157852590572,1.31604762266264,1.31631985838101,1.31678954403845,1.4155689936854
246,67,1.316288,1.316431,1.317457,1.318644,1.316555,1.316562,1.317075,1.318193,1.0,0.6,1.3163757192693,1.3166288877991,1.31677465866572,1.31698930060392,1.31766463992455,1.41723751624845
247,68,1.317152,1.317224,1.318253,1.318557,1.317228,1.31731,1.318316,1.318969,1.0,0.6,1.31693146221018,1.31750124182035,1.31768141764669,1.31793618189147,1.3183552220362,1.41679843694071
248,69,1.318418,1.318362,1.318186,1.319649,1.317925,1.318468,1.318167,1.319755,1.0,0.6,1.31801576117809,1.31826266454122,1.3183236555386,1.31839293190378,1.31887118805729,1.41764126283193
249,70,1.31818,1.318828,1.318826,1.320319,1.318562,1.318705,1.319059,1.320626,1.0,0.6,1.31834298295609,1.31873154222124,1.31881875447275,1.31891668400814,1.31957360371001,1.41861333116609
250,21,1.301487,1.303953,1.303432,1.303981,1.300239,1.304245,1.302988,1.30523,0.6,0.6,1.30200910312969,1.30337133240635,1.30360563319472,1.30381618361353,1.30473863652773,1.34367635450653
251,22,1.301935,1.305573,1.304939,1.305551,1.300261,1.305393,1.305252,1.305412,0.6,0.6,1.30377327688012,1.30517739762961,1.30531579317872,1.30540536297308,1.30554920699385,1.34532992528315
252,23,1.303439,1.306627,1.306576,1.306638,1.300286,1.306563,1.307114,1.306445,0.6,0.6,1.30647978743973,1.30656825976443,1.3065934565653,1.30661248137697,1.3066342581942,1.34664948912095
253,24,1.304396,1.30828,1.308459,1.308499,1.300311,1.308469,1.308487,1.308354,0.6,0.6,1.30838072678905,1.30844622145426,1.30846493295826,1.30847681398679,1.30849460590076,1.34816871657283
254,25,1.304862,1.309576,1.309592,1.310027,1.300333,1.309884,1.309919,1.309851,0.6,0.6,1.30764038978641,1.30963778928711,1.30975338485066,1.30983259854509,1.31000628700895,1.34959508408573
255,26,1.306291,1.310996,1.310953,1.311551,1.300353,1.311072,1.311518,1.311784,0.6,0.6,1.3109810094735,1.31110129281928,1.31124405084863,1.31141570881171,1.3116931820053,1.35132945166778
256,27,1.307153,1.311894,1.312075,1.312658,1.300367,1.312232,1.313019,1.313133,0.6,0.6,1.31194395472976,1.31226592379222,1.31246785474151,1.31268914908498,1.31306128190365,1.35232672110961
257,28,1.308305,1.312753,1.313415,1.314108,1.300371,1.313291,1.313654,1.313954,0.6,0.6,1.31192759645225,1.31333055226108,1.31350567120221,1.31364750616952,1.31400935607024,1.35416475564271
258,29,1.30924,1.313908,1.314593,1.315228,1.300362,1.314748,1.315337,1.315412,0.6,0.6,1.31124164781298,1.31446935249664,1.31479845213475,1.31501511042119,1.31535072856123,1.35577572956484
259,30,1.310696,1.315804,1.315737,1.316467,1.300356,1.316312,1.316437,1.316695,0.6,0.6,1.31227286456624,1.31588813381581,1.31611408162325,1.31627437911817,1.31664482082759,1.35726802414498
260,31,1.312038,1.316711,1.316443,1.317497,1.300361,1.317432,1.317724,1.317741,0.6,0.6,1.31658198451866,1.31722931987683,1.31746696182243,1.31761627154041,1.31773140488602,1.35871730618134
261,32,1.313137,1.317722,1.318386,1.318576,1.300378,1.317456,1.318826,1.319284,0.6,0.6,1.3147829841551,1.317895796583,1.31818612924711,1.31841818145203,1.31911732709559,1.36056918067536
262,33,1.314363,1.318922,1.319238,1.320817,1.300401,1.319601,1.320035,1.32049,0.6,0.6,1.31910131003777,1.31957685196428,1.31982023409921,1.3200738474003,1.32059368631403,1.36225335786375
263,34,1.316196,1.321923,1.321908,1.321322,1.300427,1.320926,1.32157,1.321555,0.6,0.6,1.31547244400562,1.32105658399868,1.32136904341159,1.32157411755822,1.32188945554388,1.36390497291197
264,35,1.317038,1.323226,1.323387,1.323602,1.300456,1.323072,1.322726,1.322666,0.6,0.6,1.31906337309689,1.32275536853487,1.32297667679783,1.32313872685186,1.32354353608292,1.3653599060913
265,36,1.318934,1.324328,1.325445,1.324054,1.300485,1.324693,1.325519,1.32418,0.6,0.6,1.32413335389175,1.32433192230727,1.32451242258113,1.32477302803072,1.32525598980463,1.36687931116836
